Indicador ;Área;Regimen ;Número casos Hombre;Número casos Mujer;Población  encuestada Hombre;Población  encuestada Mujer;Año
Prevalencia de alteración del sueño;Fontibón;No asegurado ;4;3;11;10;2018
Prevalencia de alteración del sueño;Fontibón;Especial;2;6;6;6;2018
Prevalencia de alteración del sueño;Fontibón;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Engativá;Contributivo;14;45;34;92;2018
Prevalencia de alteración del sueño;Engativá;Subsidiado ;1;4;9;11;2018
Prevalencia de alteración del sueño;Engativá;No asegurado ;1;0;4;1;2018
Prevalencia de alteración del sueño;Engativá;Especial;1;1;2;3;2018
Prevalencia de alteración del sueño;Engativá;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Suba;Contributivo;9;48;32;102;2018
Prevalencia de alteración del sueño;Suba;Subsidiado ;7;16;15;37;2018
Prevalencia de alteración del sueño;Suba;No asegurado ;0;2;4;7;2018
Prevalencia de alteración del sueño;Suba;Especial;0;2;1;3;2018
Prevalencia de alteración del sueño;Suba;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Barrios Unidos;Contributivo;0;0;0;0;2018
Prevalencia de alteración del sueño;Barrios Unidos;Subsidiado ;0;0;0;0;2018
Prevalencia de alteración del sueño;Barrios Unidos;No asegurado ;0;0;0;0;2018
Prevalencia de alteración del sueño;Barrios Unidos;Especial;0;0;0;0;2018
Prevalencia de alteración del sueño;Barrios Unidos;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Teusaquillo;Contributivo;22;26;37;37;2018
Prevalencia de alteración del sueño;Teusaquillo;Subsidiado ;0;0;1;0;2018
Prevalencia de alteración del sueño;Teusaquillo;No asegurado ;0;0;0;0;2018
Prevalencia de alteración del sueño;Teusaquillo;Especial;2;2;3;5;2018
Prevalencia de alteración del sueño;Teusaquillo;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Los Mártires;Contributivo;15;36;50;76;2018
Prevalencia de alteración del sueño;Los Mártires;Subsidiado ;0;12;6;25;2018
Prevalencia de alteración del sueño;Los Mártires;No asegurado ;5;5;15;13;2018
Prevalencia de alteración del sueño;Los Mártires;Especial;2;6;7;10;2018
Prevalencia de alteración del sueño;Los Mártires;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Antonio Nariño;Contributivo;16;31;37;54;2018
Prevalencia de alteración del sueño;Antonio Nariño;Subsidiado ;5;12;11;21;2018
Prevalencia de alteración del sueño;Antonio Nariño;No asegurado ;4;0;8;3;2018
Prevalencia de alteración del sueño;Antonio Nariño;Especial;3;12;9;19;2018
Prevalencia de alteración del sueño;Antonio Nariño;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Puente Aranda;Contributivo;14;50;36;84;2018
Prevalencia de alteración del sueño;Puente Aranda;Subsidiado ;4;11;6;24;2018
Prevalencia de alteración del sueño;Puente Aranda;No asegurado ;3;5;9;13;2018
Prevalencia de alteración del sueño;Puente Aranda;Especial;0;4;1;11;2018
Prevalencia de alteración del sueño;Puente Aranda;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;La Candelaria;Contributivo;0;0;0;0;2018
Prevalencia de alteración del sueño;La Candelaria;Subsidiado ;1;0;2;2;2018
Prevalencia de alteración del sueño;La Candelaria;No asegurado ;0;0;1;1;2018
Prevalencia de alteración del sueño;La Candelaria;Especial;0;0;0;0;2018
Prevalencia de alteración del sueño;La Candelaria;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Contributivo;12;32;33;76;2018
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Subsidiado ;3;17;6;36;2018
Prevalencia de alteración del sueño;Rafael Uribe Uribe;No asegurado ;2;1;9;6;2018
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Especial;2;2;3;6;2018
Prevalencia de alteración del sueño;Rafael Uribe Uribe;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Ciudad Bolívar;Contributivo;18;45;43;77;2018
Prevalencia de alteración del sueño;Ciudad Bolívar;Subsidiado ;8;30;17;46;2018
Prevalencia de alteración del sueño;Ciudad Bolívar;No asegurado ;3;6;5;9;2018
Prevalencia de alteración del sueño;Ciudad Bolívar;Especial;0;0;1;2;2018
Prevalencia de alteración del sueño;Ciudad Bolívar;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Sumapaz;Contributivo;0;0;0;0;2018
Prevalencia de alteración del sueño;Sumapaz;Subsidiado ;0;0;0;0;2018
Prevalencia de alteración del sueño;Sumapaz;No asegurado ;0;0;0;0;2018
Prevalencia de alteración del sueño;Sumapaz;Especial;0;0;0;0;2018
Prevalencia de alteración del sueño;Sumapaz;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Distrito;Contributivo;247;703;585;1.277;2018
Prevalencia de alteración del sueño;Distrito;Subsidiado ;68;258;159;495;2018
Prevalencia de alteración del sueño;Distrito;No asegurado ;35;50;107;120;2018
Prevalencia de alteración del sueño;Distrito;Especial;23;53;52;102;2018
Prevalencia de alteración del sueño;Distrito;No reporta;0;0;0;0;2018
Prevalencia de alteración del sueño;Usaquén;Contributivo;15;49;31;88;2019
Prevalencia de alteración del sueño;Usaquén;Subsidiado ;2;16;6;29;2019
Prevalencia de alteración del sueño;Usaquén;No asegurado ;1;3;3;8;2019
Prevalencia de alteración del sueño;Usaquén;Especial;0;2;0;3;2019
Prevalencia de alteración del sueño;Usaquén;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Chapinero;Contributivo;15;42;25;75;2019
Prevalencia de alteración del sueño;Chapinero;Subsidiado ;6;21;12;35;2019
Prevalencia de alteración del sueño;Chapinero;No asegurado ;5;7;8;8;2019
Prevalencia de alteración del sueño;Chapinero;Especial;0;1;1;2;2019
Prevalencia de alteración del sueño;Chapinero;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Santa Fe;Contributivo;11;15;30;54;2019
Prevalencia de alteración del sueño;Santa Fe;Subsidiado ;3;16;21;62;2019
Prevalencia de alteración del sueño;Santa Fe;No asegurado ;2;3;10;8;2019
Prevalencia de alteración del sueño;Santa Fe;Especial;0;2;0;2;2019
Prevalencia de alteración del sueño;Santa Fe;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;San Cristóbal;Contributivo;7;22;40;55;2019
Prevalencia de alteración del sueño;San Cristóbal;Subsidiado ;6;20;18;45;2019
Prevalencia de alteración del sueño;San Cristóbal;No asegurado ;1;4;8;13;2019
Prevalencia de alteración del sueño;San Cristóbal;Especial;1;0;3;0;2019
Prevalencia de alteración del sueño;San Cristóbal;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Usme;Contributivo;3;27;23;69;2019
Prevalencia de alteración del sueño;Usme;Subsidiado ;4;21;14;49;2019
Prevalencia de alteración del sueño;Usme;No asegurado ;1;1;6;5;2019
Prevalencia de alteración del sueño;Usme;Especial;0;1;0;1;2019
Prevalencia de alteración del sueño;Usme;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Tunjuelito;Contributivo;8;33;27;66;2019
Prevalencia de alteración del sueño;Tunjuelito;Subsidiado ;5;15;17;35;2019
Prevalencia de alteración del sueño;Tunjuelito;No asegurado ;1;2;6;12;2019
Prevalencia de alteración del sueño;Tunjuelito;Especial;0;1;0;3;2019
Prevalencia de alteración del sueño;Tunjuelito;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Bosa;Contributivo;7;26;29;63;2019
Prevalencia de alteración del sueño;Bosa;Subsidiado ;6;23;21;48;2019
Prevalencia de alteración del sueño;Bosa;No asegurado ;3;0;6;3;2019
Prevalencia de alteración del sueño;Bosa;Especial;1;0;1;0;2019
Prevalencia de alteración del sueño;Bosa;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Kennedy;Contributivo;11;41;32;82;2019
Prevalencia de alteración del sueño;Kennedy;Subsidiado ;6;13;14;28;2019
Prevalencia de alteración del sueño;Kennedy;No asegurado ;1;3;4;9;2019
Prevalencia de alteración del sueño;Kennedy;Especial;1;4;3;5;2019
Prevalencia de alteración del sueño;Kennedy;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Fontibón;Contributivo;24;37;45;79;2019
Prevalencia de alteración del sueño;Fontibón;Subsidiado ;9;14;12;23;2019
Prevalencia de alteración del sueño;Fontibón;No asegurado ;1;1;6;6;2019
Prevalencia de alteración del sueño;Fontibón;Especial;1;0;2;1;2019
Prevalencia de alteración del sueño;Fontibón;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Engativá;Contributivo;17;31;42;81;2019
Prevalencia de alteración del sueño;Engativá;Subsidiado ;3;15;5;30;2019
Prevalencia de alteración del sueño;Engativá;No asegurado ;0;1;0;5;2019
Prevalencia de alteración del sueño;Engativá;Especial;2;1;3;2;2019
Prevalencia de alteración del sueño;Engativá;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Suba;Contributivo;20;50;40;84;2019
Prevalencia de alteración del sueño;Suba;Subsidiado ;0;14;3;27;2019
Prevalencia de alteración del sueño;Suba;No asegurado ;3;4;7;9;2019
Prevalencia de alteración del sueño;Suba;Especial;0;1;0;1;2019
Prevalencia de alteración del sueño;Suba;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Barrios Unidos;Contributivo;14;47;39;82;2019
Prevalencia de alteración del sueño;Barrios Unidos;Subsidiado ;4;13;15;28;2019
Prevalencia de alteración del sueño;Barrios Unidos;No asegurado ;1;5;3;5;2019
Prevalencia de alteración del sueño;Barrios Unidos;Especial;0;1;3;4;2019
Prevalencia de alteración del sueño;Barrios Unidos;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Teusaquillo;Contributivo;19;37;50;77;2019
Prevalencia de alteración del sueño;Teusaquillo;Subsidiado ;3;6;7;12;2019
Prevalencia de alteración del sueño;Teusaquillo;No asegurado ;2;1;7;4;2019
Prevalencia de alteración del sueño;Teusaquillo;Especial;1;1;2;4;2019
Prevalencia de alteración del sueño;Teusaquillo;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Los Mártires;Contributivo;5;18;37;70;2019
Prevalencia de alteración del sueño;Los Mártires;Subsidiado ;1;6;13;21;2019
Prevalencia de alteración del sueño;Los Mártires;No asegurado ;1;6;7;13;2019
Prevalencia de alteración del sueño;Los Mártires;Especial;0;2;0;5;2019
Prevalencia de alteración del sueño;Los Mártires;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Antonio Nariño;Contributivo;10;35;27;76;2019
Prevalencia de alteración del sueño;Antonio Nariño;Subsidiado ;2;10;9;32;2019
Prevalencia de alteración del sueño;Antonio Nariño;No asegurado ;1;8;6;14;2019
Prevalencia de alteración del sueño;Antonio Nariño;Especial;2;4;3;6;2019
Prevalencia de alteración del sueño;Antonio Nariño;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Puente Aranda;Contributivo;12;48;28;77;2019
Prevalencia de alteración del sueño;Puente Aranda;Subsidiado ;6;16;14;30;2019
Prevalencia de alteración del sueño;Puente Aranda;No asegurado ;1;5;6;11;2019
Prevalencia de alteración del sueño;Puente Aranda;Especial;0;3;0;4;2019
Prevalencia de alteración del sueño;Puente Aranda;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;La Candelaria;Contributivo;5;9;25;49;2019
Prevalencia de alteración del sueño;La Candelaria;Subsidiado ;7;13;24;36;2019
Prevalencia de alteración del sueño;La Candelaria;No asegurado ;2;4;5;11;2019
Prevalencia de alteración del sueño;La Candelaria;Especial;0;0;2;1;2019
Prevalencia de alteración del sueño;La Candelaria;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Contributivo;8;42;22;75;2019
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Subsidiado ;6;18;14;41;2019
Prevalencia de alteración del sueño;Rafael Uribe Uribe;No asegurado ;4;5;5;17;2019
Prevalencia de alteración del sueño;Rafael Uribe Uribe;Especial;1;4;1;8;2019
Prevalencia de alteración del sueño;Rafael Uribe Uribe;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Ciudad Bolívar;Contributivo;5;37;28;83;2019
Prevalencia de alteración del sueño;Ciudad Bolívar;Subsidiado ;7;17;22;49;2019
Prevalencia de alteración del sueño;Ciudad Bolívar;No asegurado ;0;0;6;8;2019
Prevalencia de alteración del sueño;Ciudad Bolívar;Especial;0;0;1;3;2019
Prevalencia de alteración del sueño;Ciudad Bolívar;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Sumapaz;Contributivo;0;0;0;0;2019
Prevalencia de alteración del sueño;Sumapaz;Subsidiado ;0;0;0;0;2019
Prevalencia de alteración del sueño;Sumapaz;No asegurado ;0;0;0;0;2019
Prevalencia de alteración del sueño;Sumapaz;Especial;0;0;0;0;2019
Prevalencia de alteración del sueño;Sumapaz;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Distrito;Contributivo;216;646;620;1.385;2019
Prevalencia de alteración del sueño;Distrito;Subsidiado ;86;287;261;660;2019
Prevalencia de alteración del sueño;Distrito;No asegurado ;31;63;109;169;2019
Prevalencia de alteración del sueño;Distrito;Especial;10;28;25;55;2019
Prevalencia de alteración del sueño;Distrito;No reporta;0;0;0;0;2019
Prevalencia de alteración del sueño;Usaquén;Contributivo;6;34;15;80;2020
Prevalencia de alteración del sueño;Usaquén;Subsidiado ;0;5;1;14;2020
Prevalencia de alteración del sueño;Usaquén;No asegurado ;0;1;0;6;2020
Prevalencia de alteración del sueño;Usaquén;Especial;0;1;0;3;2020
Prevalencia de alteración del sueño;Usaquén;No reporta;0;0;0;0;2020
Prevalencia de alteración del sueño;Chapinero;Contributivo;3;25;15;57;2020
Prevalencia de alteración del sueño;Chapinero;Subsidiado ;1;9;4;15;2020
Prevalencia de alteración del sueño;Chapinero;No asegurado ;3;0;3;0;2020
Prevalencia de alteración del sueño;Chapinero;Especial;0;1;0;2;2020
Prevalencia de alteración del sueño;Chapinero;No reporta;0;0;0;0;2020
Prevalencia de alteración del sueño;Santa Fe;Contributivo;2;8;13;27;2020
Prevalencia de alteración del sueño;Santa Fe;Subsidiado ;0;14;3;33;2020
Prevalencia de alteración del sueño;Santa Fe;No asegurado ;1;1;4;3;2020
Prevalencia de alteración del sueño;Santa Fe;Especial;0;0;0;1;2020
Prevalencia de alteración del sueño;Santa Fe;No reporta;0;0;0;0;2020
Prevalencia de alteración del sueño;San Cristóbal;Contributivo;0;22;7;48;2020
Prevalencia de alteración del sueño;San Cristóbal;Subsidiado ;1;17;3;49;2020
Prevalencia de alteración del sueño;San Cristóbal;No asegurado ;0;0;2;2;2020
Prevalencia de alteración del sueño;San Cristóbal;Especial;0;0;1;2;2020
Prevalencia de alteración del sueño;San Cristóbal;No reporta;0;0;0;0;2020
Prevalencia de alteración del sueño;Usme;Contributivo;4;14;15;45;2020
Prevalencia de alteración del sueño;Usme;Subsidiado ;1;21;7;49;2020
Prevalencia de alteración del sueño;Usme;No asegurado ;0;4;2;7;2020
Prevalencia de alteración del sueño;Usme;Especial;1;0;1;2;2020
Prevalencia de alteración del sueño;Usme;No reporta;0;0;0;0;2020
Prevalencia de alteración del sueño;Tunjuelito;Contributivo;2;15;11;50;2020
Prevalencia de alteración del sueño;Tunjuelito;Subsidiado ;1;8;4;23;2020
Prevalencia de alteración del sueño;Tunjuelito;No asegurado ;1;1;2;4;2020
Prevalencia de alteración del sueño;Tunjuelito;Especial;0;1;1;2;2020
Prevalencia de alteración del sueño;Tunjuelito;No reporta;0;0;0;0;2020
Prevalencia de alteración del sueño;Bosa;Contributivo;4;17;21;71;2020
Prevalencia de alteración del sueño;Bosa;Subsidiado ;2;9;6;37;2020
Prevalencia de alteración del sueño;Bosa;No asegurado ;2;2;3;12;2020
Prevalencia de alteración del sueño;Bosa;Especial;0;0;0;0;2020
Prevalencia de alteración del sueño;Bosa;No reporta;0;0;0;0;2020
Prevalencia de alteración del sueño;Kennedy;Contributivo;2;18;24;82;2020
Prevalencia de alteración del sueño;Kennedy;Subsidiado ;1;5;7;29;2020
Prevalencia de alteración del sueño;Kennedy;No asegurado ;4;2;8;8;2020
Prevalencia de alteración del sueño;Kennedy;Especial;0;1;2;2;2020
Prevalencia de alteración del sueño;Kennedy;No reporta;0;0;0;0;2020
Prevalencia de alteración del sueño;Fontibón;Contributivo;8;32;18;52;2020
Prevalencia de alteración del sueño;Fontibón;Subsidiado ;5;8;7;17;2020
Prevalencia de alteración del sueño;Fontibón;No asegurado ;3;4;5;9;2020
Prevalencia de alteración del sueño;Fontibón;Especial;0;2;0;4;2020
Prevalencia de alteración del sueño;Fontibón;No reporta;0;0;0;0;2020
Prevalencia de alteración del sueño;Engativá;Contributivo;9;35;24;85;2020
Prevalencia de alteración del sueño;Engativá;Subsidiado ;0;8;4;29;2020
Prevalencia de alteración del sueño;Engativá;No asegurado ;3;1;5;2;2020
Prevalencia de alteración del sueño;Engativá;Especial;1;1;2;4;2020
Prevalencia de alteración del sueño;Engativá;No reporta;0;0;0;0;2020
Prevalencia de alteración del sueño;Suba;Contributivo;9;33;35;89;2020
Prevalencia de alteración del sueño;Suba;Subsidiado ;2;11;10;29;2020
Prevalencia de alteración del sueño;Suba;No asegurado ;1;5;1;6;2020
Prevalencia de alteración del sueño;Suba;Especial;1;2;2;3;2020
Prevalencia de alteración del sueño;Suba;No reporta;0;0;0;0;2020
Prevalencia de alteración del sueño;Barrios Unidos;Contributivo;1;25;17;48;2020
Prevalencia de alteración del sueño;Barrios Unidos;Subsidiado ;0;2;1;15;2020
Prevalencia de alteración del sueño;Barrios Unidos;No asegurado ;0;1;1;2;2020
Prevalencia de alteración del sueño;Barrios Unidos;Especial;0;0;0;0;2020
Prevalencia de alteración del sueño;Barrios Unidos;No reporta;0;0;0;0;2020
Prevalencia de alteración del sueño;Teusaquillo;Contributivo;5;27;30;51;2020
Prevalencia de alteración del sueño;Teusaquillo;Subsidiado ;0;4;0;9;2020
Prevalencia de alteración del sueño;Teusaquillo;No asegurado ;0;0;0;1;2020
Prevalencia de alteración del sueño;Teusaquillo;Especial;0;1;1;1;2020
Prevalencia de alteración del sueño;Teusaquillo;No reporta;0;0;0;0;2020
Prevalencia de alteración del sueño;Los Mártires;Contributivo;4;9;10;34;2020
Prevalencia de alteración del sueño;Los Mártires;Subsidiado ;0;9;6;26;2020
Prevalencia de alteración del sueño;Los Mártires;No asegurado ;0;1;2;4;2020
Prevalencia de alteración del sueño;Los Mártires;Especial;0;0;0;0;2020
