Indicador;Área;Régimen;Hombres con presencia del evento;Mujeres con presencia del evento;Hombres encuestado;Mujeres encuestada;Año
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;No asegurado ;1;0;4;4;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;Especial;0;1;8;1;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;Contributivo;11;21;95;116;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;Subsidiado ;23;14;113;89;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;No asegurado ;0;1;10;8;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;Especial;0;0;2;2;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;Contributivo;273;255;1.756;1758;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;Subsidiado ;127;114;844;792;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;No asegurado ;20;10;86;64;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;Especial;3;13;68;50;2017
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Contributivo;1;4;59;46;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Subsidiado ;1;0;27;14;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;No asegurado ;0;0;0;1;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Especial;0;0;1;1;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Contributivo;4;7;22;35;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Subsidiado ;0;0;0;1;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;No asegurado ;0;0;0;0;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Especial;1;0;3;1;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Contributivo;39;35;63;62;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Subsidiado ;21;12;40;26;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;No asegurado ;2;1;5;2;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Especial;0;0;0;0;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Contributivo;48;35;166;137;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Subsidiado ;31;25;90;90;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;No asegurado ;5;2;13;10;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Especial;1;2;6;8;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Contributivo;45;46;140;138;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Subsidiado ;18;33;64;81;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;No asegurado ;3;2;15;8;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Especial;3;3;5;8;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Contributivo;15;17;61;68;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Subsidiado ;12;17;47;57;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;No asegurado ;5;1;7;8;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Especial;0;1;4;1;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Contributivo;14;18;108;87;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Subsidiado ;4;7;49;37;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;No asegurado ;1;0;9;5;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Especial;1;1;1;1;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Contributivo;27;20;144;110;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Subsidiado ;14;6;64;48;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;No asegurado ;1;0;2;3;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Especial;1;0;4;3;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Contributivo;7;5;38;39;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Subsidiado ;0;0;11;10;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;No asegurado ;0;0;2;1;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Especial;0;0;4;1;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Contributivo;28;29;123;117;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Subsidiado ;5;4;27;33;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;No asegurado ;0;0;2;0;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Especial;1;1;7;6;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Contributivo;29;22;125;101;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Subsidiado ;8;7;37;33;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;No asegurado ;1;2;3;3;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Especial;0;0;1;1;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Contributivo;14;10;57;49;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Subsidiado ;6;6;27;26;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;No asegurado ;0;0;0;1;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Especial;0;0;3;1;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Contributivo;7;5;37;34;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Subsidiado ;0;0;4;3;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;No asegurado ;0;0;0;0;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Especial;1;2;7;6;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Contributivo;21;19;45;52;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Subsidiado ;6;2;25;24;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;No asegurado ;0;2;4;4;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Especial;1;0;2;2;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;Contributivo;34;33;58;50;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;Subsidiado ;13;20;22;30;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;No asegurado ;3;0;3;2;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;Especial;4;0;6;1;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;Contributivo;21;15;71;64;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;Subsidiado ;9;3;26;19;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;No asegurado ;2;0;6;4;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Puente Aranda;Especial;4;2;8;7;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;Contributivo;0;0;0;0;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;Subsidiado ;0;0;0;0;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;No asegurado ;0;0;0;0;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;La Candelaria;Especial;0;0;0;0;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;Contributivo;27;23;85;76;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;Subsidiado ;11;18;32;44;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;No asegurado ;2;1;5;5;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Rafael Uribe Uribe;Especial;2;3;2;3;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;Contributivo;3;8;113;127;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;Subsidiado ;6;5;79;82;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;No asegurado ;1;1;15;12;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Ciudad Bolívar;Especial;0;0;6;2;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;Contributivo;384;351;1.515;1.392;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;Subsidiado ;165;165;671;658;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;No asegurado ;26;12;91;69;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Distrito;Especial;20;15;70;53;2018
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Contributivo;8;4;43;51;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Subsidiado ;2;0;13;6;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;No asegurado ;1;0;4;1;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Especial;0;1;1;1;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Contributivo;3;8;32;34;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Subsidiado ;0;0;14;8;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;No asegurado ;0;1;0;1;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Especial;0;0;1;0;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Contributivo;2;6;17;25;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Subsidiado ;4;5;26;27;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;No asegurado ;0;0;1;2;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Especial;1;0;1;1;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Contributivo;13;10;57;42;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Subsidiado ;4;3;19;19;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;No asegurado ;3;0;5;3;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Especial;0;1;2;2;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Contributivo;6;3;36;43;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Subsidiado ;5;4;42;26;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;No asegurado ;0;1;2;5;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Especial;0;0;1;2;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Contributivo;13;3;45;19;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Subsidiado ;3;2;16;11;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;No asegurado ;0;1;3;8;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Tunjuelito;Especial;1;0;2;0;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Contributivo;3;3;119;100;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Subsidiado ;0;0;44;44;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;No asegurado ;1;1;7;13;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Bosa;Especial;0;0;6;1;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Contributivo;11;10;170;150;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Subsidiado ;9;4;50;35;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;No asegurado ;2;1;18;12;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Kennedy;Especial;0;2;6;8;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Contributivo;3;2;53;54;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Subsidiado ;1;0;10;10;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;No asegurado ;0;0;3;5;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Fontibón;Especial;0;0;6;3;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Contributivo;17;2;111;91;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Subsidiado ;0;1;15;24;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;No asegurado ;0;0;1;1;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Engativá;Especial;0;0;4;2;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Contributivo;20;15;96;92;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Subsidiado ;6;1;22;16;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;No asegurado ;2;0;6;3;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Suba;Especial;0;1;1;3;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Contributivo;1;1;32;39;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Subsidiado ;1;0;16;14;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;No asegurado ;1;0;3;1;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Barrios Unidos;Especial;0;0;3;3;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Contributivo;3;1;22;45;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Subsidiado ;0;0;2;9;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;No asegurado ;0;0;0;0;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Teusaquillo;Especial;0;0;2;0;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Contributivo;3;13;19;27;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Subsidiado ;2;5;20;17;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;No asegurado ;0;0;3;10;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Los Mártires;Especial;1;0;3;1;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;Contributivo;4;6;28;38;2019
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Antonio Nariño;Subsidiado ;4;3;12;14;2019
